-100.00000    -0.51139  
-99.00000    -0.51144  
-98.00000    -0.48814  
-97.00000    -0.47779  
-96.00000    -0.44379  
-95.00000    -0.43870  
-94.00000    -0.41280  
-93.00000    -0.40629  
-92.00000    -0.38135  
-91.00000    -0.37073  
-90.00000    -0.33757  
-89.00000    -0.32642  
-88.00000    -0.29366  
-87.00000    -0.28282  
-86.00000    -0.25430  
-85.00000    -0.24606  
-84.00000    -0.22203  
-83.00000    -0.20693  
-82.00000    -0.17795  
-81.00000    -0.16513  
-80.00000    -0.13929  
-79.00000    -0.12740  
-78.00000    -0.10444  
-77.00000    -0.09011  
-76.00000    -0.06449  
-75.00000    -0.04970  
-74.00000    -0.02606  
-73.00000    -0.00691  
-72.00000    0.02478  
-71.00000    0.04861  
-70.00000    0.07978  
-69.00000    0.09730  
-68.00000    0.12322  
-67.00000    0.14410  
-66.00000    0.16878  
-65.00000    0.18956  
-64.00000    0.21311  
-63.00000    0.23052  
-62.00000    0.24356  
-61.00000    0.26527  
-60.00000    0.28615  
-59.00000    0.30834  
-58.00000    0.32527  
-57.00000    0.35353  
-56.00000    0.37663  
-55.00000    0.39635  
-54.00000    0.41041  
-53.00000    0.43877  
-52.00000    0.45941  
-51.00000    0.47986  
-50.00000    0.48959  
-49.00000    0.51116  
-48.00000    0.52148  
-47.00000    0.54615  
-46.00000    0.55690  
-45.00000    0.57379  
-44.00000    0.57678  
-43.00000    0.60019  
-42.00000    0.60820  
-41.00000    0.63234  
-40.00000    0.64017  
-39.00000    0.66213  
-38.00000    0.66595  
-37.00000    0.68625  
-36.00000    0.68634  
-35.00000    0.70846  
-34.00000    0.71049  
-33.00000    0.73099  
-32.00000    0.73066  
-31.00000    0.74947  
-30.00000    0.74667  
-29.00000    0.77021  
-28.00000    0.77136  
-27.00000    0.78833  
-26.00000    0.78250  
-25.00000    0.80531  
-24.00000    0.80469  
-23.00000    0.82485  
-22.00000    0.82042  
-21.00000    0.84180  
-20.00000    0.83858  
-19.00000    0.85806  
-18.00000    0.85200  
-17.00000    0.87088  
-16.00000    0.86189  
-15.00000    0.88812  
-14.00000    0.88644  
-13.00000    0.89879  
-12.00000    0.88340  
-11.00000    0.90705  
-10.00000    0.90239  
-9.00000    0.92530  
-8.00000    0.91896  
-7.00000    0.93669  
-6.00000    0.92471  
-5.00000    0.93690  
-4.00000    0.92020  
-3.00000    0.94310  
-2.00000    0.93644  
-1.00000    0.95112  
0.00000    0.93652  
1.00000    0.95861  
2.00000    0.95118  
3.00000    0.96138  
4.00000    0.94142  
5.00000    0.95756  
6.00000    0.94359  
7.00000    0.95226  
8.00000    0.93097  
9.00000    0.94572  
10.00000    0.93030  
11.00000    0.94182  
12.00000    0.92323  
13.00000    0.93258  
14.00000    0.91167  
15.00000    0.92351  
16.00000    0.90583  
17.00000    0.91388  
18.00000    0.89236  
19.00000    0.90464  
20.00000    0.88758  
21.00000    0.89063  
22.00000    0.86528  
23.00000    0.87551  
24.00000    0.85651  
25.00000    0.86664  
26.00000    0.84836  
27.00000    0.84988  
28.00000    0.82505  
29.00000    0.83426  
30.00000    0.81725  
31.00000    0.81913  
32.00000    0.79386  
33.00000    0.80184  
34.00000    0.78680  
35.00000    0.78001  
36.00000    0.75048  
37.00000    0.75556  
38.00000    0.73778  
39.00000    0.73286  
40.00000    0.70680  
41.00000    0.70675  
42.00000    0.68694  
43.00000    0.68631  
44.00000    0.66622  
45.00000    0.65934  
46.00000    0.63495  
47.00000    0.62999  
48.00000    0.60881  
49.00000    0.60610  
50.00000    0.58655  
51.00000    0.57390  
52.00000    0.54759  
53.00000    0.53574  
54.00000    0.51117  
55.00000    0.50128  
56.00000    0.47889  
57.00000    0.46737  
58.00000    0.44516  
59.00000    0.43071  
60.00000    0.40857  
61.00000    0.39999  
62.00000    0.38041  
63.00000    0.36506  
64.00000    0.34523  
65.00000    0.32125  
66.00000    0.29491  
67.00000    0.27439  
68.00000    0.25299  
69.00000    0.23143  
70.00000    0.21040  
71.00000    0.18813  
72.00000    0.17053  
73.00000    0.14595  
74.00000    0.12681  
75.00000    0.09783  
76.00000    0.07877  
77.00000    0.05031  
78.00000    0.03113  
79.00000    -0.00353  
80.00000    -0.02607  
81.00000    -0.05630  
82.00000    -0.07238  
83.00000    -0.09617  
84.00000    -0.10633  
85.00000    -0.14187  
86.00000    -0.15953  
87.00000    -0.18435  
88.00000    -0.19183  
89.00000    -0.23099  
90.00000    -0.25160  
91.00000    -0.27434  
92.00000    -0.27996  
93.00000    -0.31138  
94.00000    -0.32445  
95.00000    -0.34814  
96.00000    -0.34935  
97.00000    -0.38043  
98.00000    -0.38843  
99.00000    -0.42130  
100.00000    -0.43174  
