-100.00000    -0.52275  
-99.00000    -0.54154  
-98.00000    -0.52128  
-97.00000    -0.53812  
-96.00000    -0.51863  
-95.00000    -0.54393  
-94.00000    -0.53478  
-93.00000    -0.54040  
-92.00000    -0.50682  
-91.00000    -0.51309  
-90.00000    -0.47874  
-89.00000    -0.49628  
-88.00000    -0.47744  
-87.00000    -0.48635  
-86.00000    -0.46273  
-85.00000    -0.46117  
-84.00000    -0.42822  
-83.00000    -0.44526  
-82.00000    -0.43819  
-81.00000    -0.44677  
-80.00000    -0.42968  
-79.00000    -0.44241  
-78.00000    -0.42938  
-77.00000    -0.42612  
-76.00000    -0.39391  
-75.00000    -0.39934  
-74.00000    -0.37660  
-73.00000    -0.39133  
-72.00000    -0.38158  
-71.00000    -0.38198  
-70.00000    -0.35464  
-69.00000    -0.35286  
-68.00000    -0.32774  
-67.00000    -0.33367  
-66.00000    -0.31743  
-65.00000    -0.31299  
-64.00000    -0.28511  
-63.00000    -0.28793  
-62.00000    -0.26963  
-61.00000    -0.26066  
-60.00000    -0.23538  
-59.00000    -0.23047  
-58.00000    -0.20756  
-57.00000    -0.20212  
-56.00000    -0.17750  
-55.00000    -0.15477  
-54.00000    -0.11557  
-53.00000    -0.10241  
-52.00000    -0.07899  
-51.00000    -0.06673  
-50.00000    -0.04594  
-49.00000    -0.03107  
-48.00000    -0.01054  
-47.00000    0.00149  
-46.00000    0.02218  
-45.00000    0.05230  
-44.00000    0.08807  
-43.00000    0.11135  
-42.00000    0.13744  
-41.00000    0.15718  
-40.00000    0.17690  
-39.00000    0.20371  
-38.00000    0.22651  
-37.00000    0.26281  
-36.00000    0.29659  
-35.00000    0.31554  
-34.00000    0.32763  
-33.00000    0.36314  
-32.00000    0.39100  
-31.00000    0.42060  
-30.00000    0.43570  
-29.00000    0.46247  
-28.00000    0.47342  
-27.00000    0.51229  
-26.00000    0.53335  
-25.00000    0.56995  
-24.00000    0.58034  
-23.00000    0.60871  
-22.00000    0.61193  
-21.00000    0.64845  
-20.00000    0.65784  
-19.00000    0.69164  
-18.00000    0.69556  
-17.00000    0.72795  
-16.00000    0.72803  
-15.00000    0.75966  
-14.00000    0.75819  
-13.00000    0.79301  
-12.00000    0.79213  
-11.00000    0.82614  
-10.00000    0.82332  
-9.00000    0.85405  
-8.00000    0.84656  
-7.00000    0.87757  
-6.00000    0.86905  
-5.00000    0.89179  
-4.00000    0.87520  
-3.00000    0.90194  
-2.00000    0.88906  
-1.00000    0.92283  
0.00000    0.91637  
1.00000    0.93473  
2.00000    0.91234  
3.00000    0.93832  
4.00000    0.92299  
5.00000    0.93671  
6.00000    0.90843  
7.00000    0.92649  
8.00000    0.90219  
9.00000    0.91234  
10.00000    0.88126  
11.00000    0.89039  
12.00000    0.85826  
13.00000    0.86133  
14.00000    0.82598  
15.00000    0.83495  
16.00000    0.80751  
17.00000    0.82162  
18.00000    0.79971  
19.00000    0.79264  
20.00000    0.75036  
21.00000    0.74921  
22.00000    0.71566  
23.00000    0.71731  
24.00000    0.68754  
25.00000    0.68340  
26.00000    0.65042  
27.00000    0.64620  
28.00000    0.61490  
29.00000    0.59832  
30.00000    0.55620  
31.00000    0.56094  
32.00000    0.54204  
33.00000    0.53159  
34.00000    0.50093  
35.00000    0.48349  
36.00000    0.44866  
37.00000    0.42260  
38.00000    0.38366  
39.00000    0.35585  
40.00000    0.31963  
41.00000    0.30068  
42.00000    0.27580  
43.00000    0.25123  
44.00000    0.22160  
45.00000    0.19005  
46.00000    0.15689  
47.00000    0.13488  
48.00000    0.11292  
49.00000    0.09132  
50.00000    0.07203  
51.00000    0.05054  
52.00000    0.03282  
53.00000    0.01513  
54.00000    0.00396  
55.00000    -0.03820  
56.00000    -0.06787  
57.00000    -0.08097  
58.00000    -0.08492  
59.00000    -0.11919  
60.00000    -0.13941  
61.00000    -0.15444  
62.00000    -0.15316  
63.00000    -0.18761  
64.00000    -0.20424  
65.00000    -0.22794  
66.00000    -0.22933  
67.00000    -0.25764  
68.00000    -0.26733  
69.00000    -0.29964  
70.00000    -0.30478  
71.00000    -0.33262  
72.00000    -0.33534  
73.00000    -0.35540  
74.00000    -0.35093  
75.00000    -0.38322  
76.00000    -0.38757  
77.00000    -0.40690  
78.00000    -0.40000  
79.00000    -0.42986  
80.00000    -0.43012  
81.00000    -0.44257  
82.00000    -0.42636  
83.00000    -0.45007  
84.00000    -0.44592  
85.00000    -0.45610  
86.00000    -0.43943  
87.00000    -0.46450  
88.00000    -0.45875  
89.00000    -0.47772  
90.00000    -0.46580  
91.00000    -0.48495  
92.00000    -0.47177  
93.00000    -0.50047  
94.00000    -0.48897  
95.00000    -0.51161  
96.00000    -0.49529  
97.00000    -0.52732  
98.00000    -0.51742  
99.00000    -0.55549  
100.00000    -0.54607  
