time [days],flux [fnu],noisy_flux [fnu],error [fnu],flux [mag],noisy_flux [mag],error [mag]
0.0,3.775302390554917e-27,3.78849041094997e-27,1.3188020395052936e-29,17.457620642345383,17.466353731135865,0.008733088790481285
1.0,3.803390725724355e-27,3.819094486117429e-27,1.5703760393074042e-29,17.44957264209192,17.459894852933196,0.010322210841277202
2.0,3.82225167027939e-27,3.7939157078414045e-27,2.8335962437985585e-29,17.44420180221925,17.425668248647728,0.018533553571522376
3.0,3.83096613022424e-27,3.872161172110234e-27,4.1195041885994326e-29,17.44172921905153,17.468612151767243,0.02688293271571095
4.0,3.8344975191880724e-27,3.828338055451719e-27,6.159463736353415e-30,17.4407288471764,17.43671302521698,0.004015821959416495
5.0,3.823462126442001e-27,3.730927832802109e-27,9.253429363989205e-29,17.443858018466436,17.383353761735375,0.06050425673105967
6.0,3.7869448395379506e-27,3.75824865521601e-27,2.869618432194077e-29,17.45427755186571,17.435333399298226,0.018944152567483677
7.0,3.728186115212956e-27,3.762863612271261e-27,3.4677497058304404e-29,17.47125603827876,17.494509636668607,0.023253598389845677
8.0,3.6872888976472295e-27,3.701210717210179e-27,1.392181956294935e-29,17.483232085643795,17.492671147749718,0.009439062105923223
9.0,3.673428004631152e-27,3.685412234016143e-27,1.1984229384991185e-29,17.487321168641028,17.495477194408977,0.00815602576794922
10.0,3.6754035679044954e-27,3.707838500982442e-27,3.2434933077947156e-29,17.486737418530236,17.508799576112864,0.022062157582629555
11.0,3.671226206471596e-27,3.688517970988773e-27,1.7291764517177227e-29,17.487972137898467,17.499747334756872,0.011775196858406261
12.0,3.675589893765555e-27,3.646066230707618e-27,2.9523663057937634e-29,17.48668237815118,17.466601476914065,0.02008090123711499
13.0,3.701537543723373e-27,3.680344939022741e-27,2.1192604700631643e-29,17.479044603311365,17.464731223769554,0.014313379541811984
14.0,3.708186503366717e-27,3.70602493278786e-27,2.1615705788572324e-30,17.477096077806106,17.475638781512558,0.0014572962935485519
