time [days],normalised_flux [arbitary unit],noisy_flux [arbitary unit],error [arbitary unit]
0,0.6756019414132143,0.6825566480498632,0.006954706636648835
1,0.6830760708554672,0.6901077168471547,0.007031645991687509
2,0.6898649288287035,0.6969664599298135,0.007101531101110035
3,0.6957910625445027,0.7029535977945895,0.0071625352500867615
4,0.700941356360369,0.7081569091943114,0.007215552833942384
5,0.7047914063879758,0.7120465919802587,0.00725518559228292
6,0.706547978106896,0.7138212460051085,0.007273267898212606
7,0.7057795932301129,0.7130449513058775,0.007265358075764663
8,0.7040913451916276,0.7113393242915222,0.007247979099894638
9,0.7025245863805,0.7097564371254657,0.007231850744965721
10,0.701313757842386,0.7085331442103959,0.00721938636800989
11,0.6998277505916488,0.707031839868494,0.007204089276845244
12,0.6987136476606944,0.7059062682626102,0.007192620601915728
13,0.6989418529725618,0.7061368227403098,0.007194969767747967
14,0.6989138793534425,0.7061085611582605,0.007194681804818001
15,0.6981810480155057,0.7053681859891754,0.007187137973669689
16,0.6972185740072264,0.7043958041876193,0.007177230180392807
17,0.6960524459699416,0.7032176719243206,0.007165225954379006
18,0.6952322257442949,0.7023890082785219,0.007156782534227065
19,0.6955856576457781,0.7027460784395189,0.0071604207937408055
20,0.6972428758822464,0.704420356228308,0.0071774803460615605
21,0.6997603807884131,0.7069637765544956,0.007203395766082541
22,0.7024924422022851,0.7097239620522137,0.007231519849928486
23,0.7052715043497004,0.7125316321132176,0.007260127763517158
24,0.7076438768772061,0.7149284260550951,0.007284549177888961
25,0.7088746137935608,0.7161718322870266,0.007297218493465876
26,0.7082610092988534,0.7155519112929281,0.007290901994074693
27,0.7060547542407103,0.7133229448484575,0.007268190607747247
28,0.7030867574092605,0.710324395192932,0.007237637783671493
29,0.6999291548764812,0.707134288018078,0.0072051331415967776
30,0.6972198435932633,0.7043970868428879,0.007177243249624695
31,0.6955864066516635,0.7027468351557377,0.007160428504074189
32,0.6951590569702875,0.7023150862986295,0.007156029328342073
33,0.6954180914643121,0.7025767873168369,0.007158695852524857
34,0.695584808593024,0.70274522064654,0.007160412053516035
35,0.6954437625483264,0.7026027226612795,0.007158960112953106
36,0.6946808421251595,0.7018319486672375,0.0071511065420780204
37,0.6928711185202024,0.7000035956060957,0.007132477085893263
38,0.6897484361392299,0.6968487680542054,0.007100331914975506
39,0.6851474576366653,0.6922004266686095,0.007052969031944219
40,0.6793738926482552,0.6863674280873089,0.006993535439053667
41,0.6743808300356267,0.6813229664428531,0.006942136407226416
42,0.6704196639947907,0.6773210238055268,0.0069013598107361155
43,0.6665909281269603,0.6734528745892174,0.006861946462257164
44,0.6626947749604435,0.6695166140745366,0.006821839114093104
45,0.6584131506936591,0.6651909143857048,0.006777763692045686
46,0.6535584560617134,0.6602862450942649,0.006727789032551559
47,0.6490753554775772,0.6557569950729024,0.006681639595325199
48,0.6447043480783592,0.6513409921337003,0.006636644055341116
49,0.6395738340872917,0.6461576641740577,0.006583830086765982
50,0.6341752588709967,0.6407035155430287,0.006528256672032037
51,0.6286187175875931,0.6350897747281087,0.006471057140515498
52,0.6228038591348571,0.6292150576038776,0.00641119846902053
53,0.6173558556623109,0.6237109718977195,0.0063551162354086085
54,0.6123251310880921,0.618628460596082,0.006303329507989966
55,0.6072858911199406,0.6135373462422873,0.006251455122346758
56,0.6018156719224185,0.6080108161204991,0.006195144198080685
57,0.596090041843768,0.6022262458951941,0.006136204051426146
58,0.5906658801004958,0.5967462473471974,0.006080367246701632
59,0.5859147215399966,0.5919461799367571,0.006031458396760561
60,0.5818653428584343,0.5878551165899139,0.005989773731479618
61,0.5783894547951277,0.584343447424896,0.005953992629768217
62,0.5755230276421645,0.5814475130151855,0.00592448537302102
63,0.5729618203265242,0.5788599404030237,0.005898120076499437
64,0.5702543161714481,0.5761245649587137,0.00587024878726561
65,0.5673873350246055,0.5732280708522615,0.005840735827656014
66,0.5642799750884038,0.570088723475755,0.005808748387351219
67,0.5608136875612114,0.5665867536756262,0.005773066114414775
68,0.5571208262224807,0.5628558776929367,0.005735051470455979
69,0.553145409932815,0.5588395381134483,0.005694128180633356
70,0.5486068263736987,0.5542542339704132,0.0056474075967144505
71,0.5430391884780199,0.5486292823137014,0.005590093835681529
72,0.5368583355297271,0.5423848031139361,0.005526467584209064
73,0.53090188766138,0.5363670390400226,0.005465151378642524
74,0.5251187772616802,0.5305243967861171,0.0054056195244368745
75,0.5190347133590514,0.5243777029870837,0.005342989628032346
76,0.5123013495670666,0.5175750253477274,0.005273675780660723
77,0.5058712561678225,0.5110787399935808,0.005207483825758326
78,0.4998414464807089,0.5049868589077957,0.005145412427086828
79,0.49379122550977744,0.49887435642261685,0.005083130912839382
80,0.4880962322234517,0.493120738367509,0.005024506144057294
81,0.4832013759702646,0.488175494027517,0.004974118057252401
82,0.47939127473026444,0.48432617126555866,0.004934896535294213
83,0.4764145217173051,0.4813187752916102,0.0049042535743051025
84,0.4744088927195797,0.4792925001701156,0.0048836074505358915
85,0.47349453035467076,0.4783687252774773,0.004874194922806572
86,0.4724747711003131,0.47733846853041084,0.004863697430097729
87,0.4712015553665691,0.47605214620035535,0.004850590833786249
88,0.470149822835065,0.474989587040376,0.00483976420531101
89,0.4688702601314741,0.4736968524042,0.004826592272725889
90,0.46702809344074414,0.471835722285267,0.004807628844522836
91,0.46451520105086813,0.46929696195702403,0.004781760906155905
92,0.4614701149297027,0.4662205294477595,0.004750414518056817
93,0.4580897726713718,0.46280538964475465,0.004715616973382831
94,0.45459970746769685,0.45927939739862095,0.004679689930924126
95,0.4512508011456115,0.4558960171361929,0.00464521599058138
96,0.447779751667726,0.45238923636542583,0.00460948469769982
97,0.4438744120733043,0.4484436948569319,0.004569282783627639
98,0.4404893571133118,0.44502379383929425,0.004534436725982459
99,0.4380170187359368,0.4425260049901737,0.004508986254236915
