time [days],flux [fnu],noisy_flux [fnu],error [fnu],flux [mag],noisy_flux [mag],error [mag]
0.0,5.520149654925836e-27,5.481748143815317e-27,3.840151111051903e-29,17.045122870247898,17.02773135302868,0.01739151721921702
1.0,5.543252716248638e-27,5.518533520818246e-27,2.4719195430392016e-29,17.0405883038028,17.029439977767648,0.011148326035151696
2.0,5.564308329913516e-27,5.5376290755763746e-27,2.6679254337141624e-29,17.03647203212863,17.024485252840304,0.011986779288323644
3.0,5.581962429679101e-27,5.668333379212678e-27,8.637094953357653e-29,17.033032727320887,17.071715784857403,0.03868305753651493
4.0,5.5966221522272285e-27,5.596837309564637e-27,2.151573374085685e-31,17.03018503215339,17.030281142508688,9.611035529839396e-05
5.0,5.604915492868601e-27,5.5499417314053744e-27,5.497376146322697e-29,17.028577327546518,17.004056992880823,0.024520334665693304
6.0,5.6020828041844235e-27,5.615596527007853e-27,1.3513722823429e-29,17.029126190434724,17.03515685942686,0.006030668992135858
7.0,5.585963893945234e-27,5.6376727462131406e-27,5.170885226790654e-29,17.032254689449612,17.05539700349319,0.02314231404357762
8.0,5.567006594505804e-27,5.5374925805948486e-27,2.9514013910956066e-29,17.035945660601975,17.022691673288538,0.013253987313435224
9.0,5.5515161349882936e-27,5.5249743505301e-27,2.65417844581938e-29,17.038970984022633,17.02701849040971,0.011952493612922629
10.0,5.540421410553183e-27,5.502676269035671e-27,3.774514151751218e-29,17.04114300274684,17.02411129219608,0.01703171055076094
11.0,5.529371116554364e-27,5.5583562052884134e-27,2.898508873404949e-29,17.04331065100647,17.05641570767705,0.013105056670581912
12.0,5.521955276170758e-27,5.53182298286855e-27,9.867706697792399e-30,17.04476778788138,17.04923527548508,0.004467487603700421
13.0,5.523540407507549e-27,5.571254834971771e-27,4.7714427464222545e-29,17.044456161397104,17.066052105277304,0.02159594388020114
14.0,5.5236759687438446e-27,5.5042462801377326e-27,1.942968860611228e-29,17.044429515093235,17.035635693408157,0.008793821685077429
15.0,5.5196059068998694e-27,5.5492237579184945e-27,2.9617851018624914e-29,17.045229823144673,17.058644662681314,0.013414839536641854
16.0,5.514383441987376e-27,5.544200763269997e-27,2.981732128262042e-29,17.04625759641466,17.05977557244784,0.01351797603318019
17.0,5.508127311857227e-27,5.571531090931684e-27,6.340377907445663e-29,17.04749007563196,17.076267451083126,0.028777375451166806
18.0,5.504268564854748e-27,5.447917302481742e-27,5.635126237300591e-29,17.048250960283035,17.022656613954798,0.025594346328235967
19.0,5.507576277639228e-27,5.54274565894118e-27,3.5169381301951827e-29,17.04759869834429,17.0635627901376,0.015964091793308245
20.0,5.518471575419786e-27,5.6430002858314305e-27,1.2452871041164484e-28,17.04545297518586,17.10186746817986,0.05641449299400081
21.0,5.533889604257342e-27,5.573315826926598e-27,3.9426222669256277e-29,17.042423772158283,17.06023503398709,0.017811261828807004
22.0,5.54962533381208e-27,5.443898920343693e-27,1.0572641346838717e-28,17.039340839918747,16.991713114122454,0.04762772579629393
23.0,5.564880638316498e-27,5.596650870718079e-27,3.177023240158082e-29,17.036360366138293,17.050633013867174,0.014272647728879245
24.0,5.576912859739861e-27,5.6846837013338284e-27,1.0777084159396736e-28,17.034015353460802,17.082326508890525,0.0483111554297239
25.0,5.581327141201237e-27,5.5334126087149854e-27,4.79145324862512e-29,17.033156303028075,17.01169432307507,0.02146197995300578
26.0,5.574399890228096e-27,5.622228526252372e-27,4.782863602427569e-29,17.03450469890159,17.055954826702845,0.021450127801254052
27.0,5.5584413089880554e-27,5.5708230309196056e-27,1.2381721931550085e-29,17.037617439124276,17.04318632131771,0.005568882193434659
28.0,5.5391814690134545e-27,5.419458621871499e-27,1.1972284714195537e-28,17.0413860167685,16.987351477635013,0.054034539133486076
29.0,5.5202687617173264e-27,5.5040387861838735e-27,1.622997553345272e-29,17.045099443861172,17.03774926933434,0.007350174526830312
30.0,5.5055069625630534e-27,5.495519412920519e-27,9.987549642534922e-30,17.048006709484262,17.04347145518777,0.004535254296493198
31.0,5.498276758361241e-27,5.5401618727922635e-27,4.188511443102257e-29,17.04943350881047,17.068478164196055,0.01904465538558412
32.0,5.498718461879553e-27,5.535194727358237e-27,3.647626547868444e-29,17.04934628980342,17.065930274658964,0.016583984855544073
33.0,5.5031078880352e-27,5.5110806375712065e-27,7.972749536006156e-30,17.048479931983067,17.05210186239867,0.0036219304156022564
34.0,5.506377186348666e-27,5.531300087753706e-27,2.492290140504007e-29,17.047835106975644,17.059150578365266,0.011315471389622828
35.0,5.507246029858945e-27,5.598163826558385e-27,9.091779669943979e-29,17.047663803701738,17.08893570085619,0.04127189715445145
36.0,5.503946777393314e-27,5.405247822057356e-27,9.869895533595782e-29,17.048314435839494,17.00348344485801,0.04483099098148526
37.0,5.4942252156363786e-27,5.395727191630018e-27,9.849802400636069e-29,17.050233855597973,17.005414968429843,0.04481888716813003
38.0,5.4769647592854595e-27,5.405834173936902e-27,7.113058534855758e-29,17.053650133663563,17.021182065821804,0.03246806784175725
39.0,5.451699482684977e-27,5.249934896265043e-27,2.0176458641993368e-28,17.058670230134833,16.96614651938154,0.09252371075329525
40.0,5.420875778123949e-27,5.499644413652694e-27,7.876863552874472e-29,17.064826361660817,17.101152888384885,0.03632652672406602
41.0,5.396379505432543e-27,5.410719770169697e-27,1.434026473715465e-29,17.06974378940192,17.076387255045283,0.006643465643362501
42.0,5.379160464542926e-27,5.31937062549927e-27,5.978983904365584e-29,17.073213750456347,17.045426031797568,0.027787718658777855
43.0,5.363311763356388e-27,5.38195842138473e-27,1.8646658028342402e-29,17.076417393118138,17.085109158043934,0.008691764925797091
44.0,5.3474664014612995e-27,5.3965986701585684e-27,4.913226869726922e-29,17.079629838632922,17.102599720539914,0.022969881906991913
45.0,5.329570690383227e-27,5.264983433942998e-27,6.458725644022889e-29,17.08326943254931,17.052972781940674,0.03029665060863687
46.0,5.308602979676996e-27,5.3575999290524e-27,4.8996949375404044e-29,17.087549383757175,17.110623698017903,0.02307431426072914
47.0,5.2901944807309464e-27,5.35683778160481e-27,6.664330087386336e-29,17.091320904810072,17.122814690679668,0.03149378586959588
48.0,5.27262989678587e-27,5.171640883361182e-27,1.0098901342468836e-28,17.094931780387768,17.04704817419807,0.047883606189697676
