time [days],flux [fnu],noisy_flux [fnu],error [fnu],flux [mag],noisy_flux [mag],error [mag]
0.0,1.733249469195622e-27,1.7543525855790152e-27,2.110311638339339e-29,18.302847310327593,18.333285970137464,0.030438659809870112
1.0,1.7382141167658564e-27,1.7302882919629303e-27,7.925824802926035e-30,18.299741818276594,18.288342438984827,0.011399379291765457
2.0,1.7430569765975318e-27,1.7256224438542352e-27,1.743453274329644e-29,18.296721041379527,18.271715357432626,0.02500568394690238
3.0,1.7472543631014343e-27,1.7392404500769257e-27,8.013913024508488e-30,18.294109665919844,18.282643228642957,0.011466437276887849
4.0,1.750921474718102e-27,1.730118548961668e-27,2.080292575643402e-29,18.2918333267693,18.26213050163292,0.02970282513638038
5.0,1.7541208091664883e-27,1.7350306569124966e-27,1.909015225399161e-29,18.289851248423233,18.26264366934112,0.027207579082113995
6.0,1.7563583762533912e-27,1.7645367778999727e-27,8.178401646581596e-30,18.288467159358756,18.30010829387486,0.011641134516105288
7.0,1.7571372839539235e-27,1.7605311040064905e-27,3.3938200525671274e-30,18.287985765108537,18.292814386189484,0.0048286210809469704
8.0,1.7556366446960936e-27,1.7307159722144346e-27,2.4920672481659045e-29,18.28891340719694,18.25342674690629,0.035486660290650424
9.0,1.751663952570864e-27,1.7487129150560256e-27,2.951037514838434e-30,18.29137301816882,18.28716125496146,0.004211763207359616
10.0,1.7467909597208053e-27,1.745168186071588e-27,1.6227736492175588e-30,18.294397660942355,18.292075154004436,0.002322506937917934
11.0,1.742290008488799e-27,1.7667781960709287e-27,2.448818758212973e-29,18.297198884796863,18.332336817435543,0.03513793263867983
12.0,1.7386560096415905e-27,1.740414288162904e-27,1.758278521313637e-30,18.29946583494737,18.301994050004808,0.002528215057439815
13.0,1.7359559667338807e-27,1.7318994751395664e-27,4.056491594314381e-30,18.30115323771309,18.29531136776931,0.005841869943778699
14.0,1.7334740914487413e-27,1.7209195284204483e-27,1.255456302829292e-29,18.302706612340746,18.284600539844156,0.018106072496590523
15.0,1.7309149839544066e-27,1.722756338386745e-27,8.158645567661504e-30,18.304310656288106,18.29252693836537,0.011783717922734801
16.0,1.729536106890641e-27,1.7005767793827118e-27,2.8959327507929344e-29,18.305175917371116,18.263315953603154,0.041859963767961465
17.0,1.7299568580579045e-27,1.7217226709909448e-27,8.234187066959792e-30,18.30491181810432,18.293012407103685,0.011899411000635745
18.0,1.7305734662099066e-27,1.741348358201983e-27,1.0774891992076458e-29,18.304524898332417,18.32009039179811,0.015565493465692512
19.0,1.730216294095368e-27,1.7122899166797863e-27,1.79263774155817e-29,18.30474900596352,18.278847074689438,0.025901931274081524
20.0,1.729251783763554e-27,1.7164989692845378e-27,1.275281447901611e-29,18.305354419160405,18.286917522638518,0.0184368965218888
21.0,1.7280829062979096e-27,1.7346086926536834e-27,6.525786355773818e-30,18.30608856424353,18.31552935312581,0.009440788882279496
22.0,1.7267192293727882e-27,1.738862429081607e-27,1.2143199708818962e-29,18.306945686259763,18.324527003914444,0.017581317654680094
23.0,1.7252783674236527e-27,1.7314388497771614e-27,6.160482353508574e-30,18.30785205773379,18.316778852490263,0.008926794756471653
24.0,1.7245895007199612e-27,1.753599035421656e-27,2.900953470169451e-29,18.30828565551724,18.35033846676534,0.04205281124810274
25.0,1.725237130693636e-27,1.7124634592304203e-27,1.277367146321583e-29,18.307878008760966,18.289367985941553,0.01851002281941402
26.0,1.7272890326105615e-27,1.716247913987138e-27,1.1041118623423438e-29,18.306587461285456,18.29060704571086,0.015980415574595955
27.0,1.730570145641111e-27,1.6991286407228187e-27,3.1441504918292284e-29,18.30452698161019,18.25910624989717,0.04542073171302223
28.0,1.7343668081912588e-27,1.730033115964468e-27,4.3336922267908156e-30,18.302147616159896,18.295900823084864,0.006246793075033459
29.0,1.738144193254419e-27,1.754441322361669e-27,1.629712910724989e-29,18.299785495297872,18.323225911188707,0.023440415890835724
30.0,1.7418058293392026e-27,1.747465894615622e-27,5.660065276419367e-30,18.297500650798803,18.3056244972992,0.008123846500397025
31.0,1.7452319593451905e-27,1.776910710039331e-27,3.167875069414057e-29,18.29536710662054,18.34074610412931,0.04537899750877014
32.0,1.747803067076976e-27,1.732190080907136e-27,1.5612986169839934e-29,18.293768757200183,18.271436455489628,0.022332301710556952
33.0,1.748989865400696e-27,1.7633750064634026e-27,1.4385141062706281e-29,18.293031767631643,18.313593837983333,0.020562070351692153
34.0,1.7482184248832815e-27,1.7522671329800626e-27,4.0487080967810936e-30,18.2935107673615,18.299300530298375,0.005789762936875869
35.0,1.7453328860297863e-27,1.7375284409483606e-27,7.804445081425742e-30,18.295304320360795,18.284125299522,0.011179020838796808
36.0,1.7411716203443812e-27,1.747983799749911e-27,6.81217940552979e-30,18.297896050243462,18.307677078325263,0.00978102808180165
37.0,1.7364868600660624e-27,1.7536223497412836e-27,1.713548967522117e-29,18.300821246578973,18.325491012399386,0.024669765820412356
38.0,1.7318035889394064e-27,1.7284651468986777e-27,3.338442040728527e-30,18.303753411681118,18.298934097784826,0.004819313896290429
39.0,1.727537045368544e-27,1.7184715422187812e-27,9.065503149762713e-30,18.306431577067286,18.293312461656612,0.013119115410675208
40.0,1.7243064432700805e-27,1.697958914301301e-27,2.6347528968779475e-29,18.30846387238839,18.27026368895868,0.038200183429710446
41.0,1.7224971932842674e-27,1.7199212564027213e-27,2.575936881545917e-30,18.309603692697646,18.305865026400266,0.00373866629738073
42.0,1.7221360407911705e-27,1.7224121916757534e-27,2.7615088458295957e-31,18.30983136067387,18.310232244921746,0.0004008842478787165
43.0,1.7230088138209396e-27,1.7237416825906407e-27,7.328687697011746e-31,18.309281252427507,18.3103446085227,0.001063356095196006
44.0,1.7242558740170597e-27,1.7365889215858756e-27,1.2333047568816021e-29,18.308495714567133,18.32637741031001,0.01788169574287615
45.0,1.7252338213036125e-27,1.7315401447149856e-27,6.306323411373272e-30,18.30788009144744,18.31701845190256,0.009138360455118077
46.0,1.72576802531301e-27,1.7091106835704615e-27,1.665734174254851e-29,18.30754395448539,18.283413623093477,0.024130331391913604
47.0,1.7257456685924958e-27,1.7112582694161605e-27,1.4487399176335457e-29,18.307558019908875,18.286570861372137,0.02098715853673743
48.0,1.7248113945933817e-27,1.688842235919432e-27,3.596915867394986e-29,18.30814596852832,18.256011052811303,0.05213491571701593
49.0,1.722708761151765e-27,1.749003051604608e-27,2.6294290452842826e-29,18.30947034398245,18.347628695303634,0.03815835132118188
50.0,1.71927621358576e-27,1.7347494543727126e-27,1.547324078695261e-29,18.311635863256814,18.33413550680548,0.02249964354866703
51.0,1.7144502716022816e-27,1.6978789923915497e-27,1.6571279210731925e-29,18.314687768180594,18.290523638889102,0.024164129291491244
52.0,1.7081956637260042e-27,1.730770254960859e-27,2.2574591234854806e-29,18.31865596232363,18.351694611985128,0.03303864966150006
53.0,1.7008712669694018e-27,1.7285214180859223e-27,2.765015111652066e-29,18.323321388456097,18.363962546393033,0.04064115793693703
54.0,1.694295853395864e-27,1.683408763827471e-27,1.088708956839307e-29,18.327526880115762,18.311462552350083,0.016064327765679412
55.0,1.689566608452945e-27,1.684493071301647e-27,5.0735371512981394e-30,18.330561705470956,18.323054547827812,0.0075071576431421875
56.0,1.6858485512639394e-27,1.7093729611244055e-27,2.352440986046602e-29,18.332953607351513,18.367838724764386,0.0348851174128734
57.0,1.6823618074792213e-27,1.6476185407104755e-27,3.474326676874566e-29,18.33520149861297,18.283572790367383,0.051628708245587615
58.0,1.6789044663361423e-27,1.6854077115366736e-27,6.503245200531174e-30,18.337435038873842,18.347118801903438,0.009683763029595047
59.0,1.675334039520366e-27,1.70521960779733e-27,2.988556827696408e-29,18.33974646849799,18.384342900570605,0.04459643207261531
60.0,1.6712302234574423e-27,1.685407488364761e-27,1.4177264907318722e-29,18.342409297334058,18.363617124819953,0.021207827485893574
61.0,1.66648503169932e-27,1.679014151226952e-27,1.2529119527632151e-29,18.345496457003208,18.364292184671484,0.018795727668276998
62.0,1.6619830111916005e-27,1.6710518215055237e-27,9.068810313923185e-30,18.348433549730323,18.36207510059585,0.013641550865524604
63.0,1.6581951328247123e-27,1.683957039466077e-27,2.5761906641364604e-29,18.350910909852626,18.38975119187281,0.03884028202018594
64.0,1.6541939668089837e-27,1.6326803264292577e-27,2.1513640379725877e-29,18.35353391867601,18.3210201373248,0.032513781351207985
65.0,1.6493529634217745e-27,1.649333743550099e-27,1.9219871675677503e-32,18.3567159872333,18.356686854791516,2.9132441784631174e-05
66.0,1.64415254270282e-27,1.663561739983424e-27,1.9409197280603763e-29,18.360144728880478,18.389657193169068,0.029512464288588773
67.0,1.6389779623031074e-27,1.6329576398873016e-27,6.020322415805652e-30,18.363567214784087,18.354384171213223,0.009183043570863268
68.0,1.633646129874303e-27,1.635092292506479e-27,1.4461626321760105e-30,18.367105029372393,18.369318119780605,0.002213090408213562
69.0,1.6280957057782635e-27,1.642730933401853e-27,1.4635227623589504e-29,18.37080017295719,18.39327309572771,0.022472922770522208
70.0,1.6228811617257457e-27,1.5860243732041193e-27,3.6856788521626405e-29,18.374283202431247,18.31750641958531,0.056776782845937845
71.0,1.618341238216512e-27,1.620759910966968e-27,2.4186727504557605e-30,18.37732474783364,18.38106109325533,0.003736345421688153
