time [days],normalised_flux [arbitary unit],noisy_flux [arbitary unit],error [arbitary unit]
0,0.9176913705776366,0.9410751809180796,0.023383810340443012
1,0.9245082172084743,0.9480657284835083,0.023557511275033974
2,0.930165634195289,0.9538673028309324,0.023701668635643353
3,0.9331678202808689,0.9569459880013709,0.023778167720502057
4,0.9348306336610821,0.9586511717404663,0.023820538079384238
5,0.9358071600724591,0.9596525811453291,0.023845421072870052
6,0.9345388111013939,0.9583519132130797,0.023813102111685733
7,0.9298937562461438,0.9535884971252424,0.023694740879098626
8,0.9199018934158882,0.9433420303694608,0.023440136953572603
9,0.9054068432622081,0.9284776300022601,0.023070786740052
10,0.8930511578354445,0.9158071077862351,0.02275594995079054
11,0.8861285531431582,0.908708107324765,0.022579554181606842
12,0.8840383534330244,0.9065646469704076,0.022526293537383224
13,0.8849559935940802,0.9075056696369275,0.022549676042847338
14,0.8850774543788507,0.9076302253793775,0.02255277100052694
15,0.8835902778136222,0.9061051538792516,0.02251487606562942
16,0.8856606277142413,0.9082282586285776,0.022567630914336303
17,0.892434019887668,0.9151742444680482,0.02274022458038021
18,0.8967619494392076,0.9196124545420431,0.022850505102835487
19,0.8955111151656238,0.9183297476015054,0.022818632435881673
20,0.8921179307948108,0.9148501010688795,0.022732170274068708
21,0.8889463482923948,0.9115977030699978,0.022651354777602963
22,0.8860095474870099,0.9085860692703813,0.022576521783371405
23,0.8836403241461115,0.9061564754486938,0.022516151302582374
24,0.8845085531705318,0.9070468279271315,0.022538274756599745
25,0.8895486008048918,0.9122153016552387,0.02266670085034681
26,0.8976240779575021,0.9204965510665837,0.022872473109081633
27,0.9071709701480999,0.9302867088293368,0.023115738681236984
28,0.9153404147562404,0.9386643200928784,0.023323905336637987
29,0.920990046044282,0.9444579103531503,0.023467864308868318
30,0.9249861400838998,0.9485558293724082,0.02356968928850845
31,0.9277210735146488,0.951360451989183,0.02363937847453416
32,0.9275913238511777,0.9512273961580616,0.02363607230688388
33,0.9237494669145291,0.9472876443769783,0.02353817746244925
34,0.9153511532879067,0.9386753322544337,0.023324178966526936
35,0.9032000822659993,0.9262146382488965,0.023014555982897176
36,0.8911771183110841,0.9138853156227924,0.022708197311708235
37,0.8814653965429761,0.9039261282391347,0.022460731696158594
38,0.874632161773109,0.896918774946425,0.022286613173316087
39,0.870736200002498,0.8929235396792351,0.02218733967673712
40,0.8706731227091887,0.8928588551054056,0.02218573239621687
41,0.8743626150635095,0.8966423598828918,0.02227974481938224
42,0.8806567379074526,0.9030968640702374,0.022440126162784842
43,0.8880460175128269,0.9106744308475133,0.022628413334686452
44,0.893360101848725,0.9161239240411472,0.02276382219242208
45,0.8953343662512709,0.9181484949256228,0.0228141286743518
46,0.8948302190251635,0.9176315014600311,0.022801282434867672
47,0.8925366130721348,0.9152794518424755,0.022742838770340702
48,0.8879016457432573,0.9105263803225513,0.022624734579293985
49,0.8807845696767218,0.9032279531370513,0.02244338346032943
50,0.8712851439846023,0.8934864713726514,0.022201327388049013
51,0.8597204334954315,0.8816270790270404,0.021906645531608888
52,0.8462996097879489,0.8678642776065161,0.021564667818567133
53,0.8325687445019702,0.8537835343986654,0.02121478989669521
54,0.8248151317936986,0.845832350900435,0.021017219106736332
55,0.8246573927212179,0.8456705924586189,0.021013199737401032
56,0.8262431252690238,0.8472967312588289,0.021053605989805064
57,0.826032218604529,0.8470804504548356,0.021048231850306534
58,0.8239900790027209,0.8449862748345267,0.02099619583180575
59,0.8203979360806933,0.8413026000625792,0.020904663981885892
60,0.81445111518663,0.835204247470198,0.020753132283567944
61,0.8066912856752593,0.8272466887577191,0.020555403082459893
62,0.8010222965104437,0.8214332473601571,0.020410950849713456
63,0.79843822983826,0.8187833357569795,0.020345105918719537
64,0.79438647261112,0.8146283351894502,0.02024186257833014
65,0.7869810612089767,0.8070342255590434,0.020053164350066672
66,0.7790999246119453,0.7989522687196509,0.019852344107705554
67,0.7723118073540174,0.7919911825839311,0.01967937522991371
68,0.7655067423845767,0.7850127168899096,0.019505974505332816
69,0.7583706527073706,0.777694791605511,0.01932413889814045
70,0.7530118332489466,0.772199423388014,0.019187590139067356
