time [days],flux [fnu],noisy_flux [fnu],error [fnu],flux [mag],noisy_flux [mag],error [mag]
0.0,6.134672295547943e-28,6.0507443432700215e-28,8.392795227792142e-30,19.430521579097288,19.39631928261161,0.03420229648567767
1.0,6.147562391501258e-28,6.300864790055604e-28,1.533023985543463e-29,19.42824263729978,19.49058539561252,0.062342758312742094
2.0,6.161185415910585e-28,6.148462139549012e-28,1.2723276361573006e-30,19.425839303168576,19.420676629306858,0.005162673861720076
3.0,6.173412244925557e-28,6.152342398459229e-28,2.1069846466328977e-30,19.423686802431384,19.415154306288894,0.008532496142489125
4.0,6.183302316402466e-28,6.240655315493905e-28,5.7352999091438666e-30,19.421948798221642,19.445137458648006,0.023188660426362372
5.0,6.19130676491026e-28,6.15168673430071e-28,3.962003060954997e-30,19.420544192920733,19.40454594242453,0.015998250496203705
6.0,6.198129853201202e-28,6.134122127403295e-28,6.400772579790677e-30,19.41934832341302,19.393530969100553,0.025817354312465776
7.0,6.2039364963161115e-28,6.1255709509624635e-28,7.836554535364843e-30,19.41833164071823,19.386752680569224,0.0315789601490045
8.0,6.207753763058651e-28,6.163939893832248e-28,4.381386922640303e-30,19.41766379536442,19.400018979341297,0.017644816023121096
9.0,6.208426016563364e-28,6.221664133750603e-28,1.32381171872384e-30,19.41754622458461,19.422876930447867,0.005330705863257704
10.0,6.205180978708427e-28,6.213557477728329e-28,8.376499019902518e-31,19.418113868649133,19.4214886690976,0.0033748004484657423
11.0,6.196579776293951e-28,6.191825270007397e-28,4.754506286554692e-31,19.419619886794088,19.41770168899054,0.00191819780354634
12.0,6.181119216581026e-28,6.180005142613812e-28,1.114073967214414e-31,19.42233219998986,19.421881604422868,0.0004505955669912818
13.0,6.158972013939512e-28,6.215436680964752e-28,5.646466702523939e-30,19.426229423294114,19.44914910327376,0.022919679979647466
14.0,6.134230817176395e-28,6.21376262812592e-28,7.953181094952461e-30,19.43059971632723,19.4630128310762,0.032413114748970816
15.0,6.111220974478707e-28,6.08068413134748e-28,3.0536843131227175e-30,19.434680031061383,19.42218791072293,0.012492120338453315
16.0,6.092096818926894e-28,6.082813781309292e-28,9.283037617602173e-31,19.438083008090647,19.434273548928424,0.0038094591622221436
17.0,6.077370293361997e-28,6.159996319415316e-28,8.262602605331874e-30,19.440710753354,19.474699971578687,0.033989218224684675
18.0,6.067119848852737e-28,6.101196408391215e-28,3.4076559538478564e-30,19.44254356497986,19.456585054346895,0.014041489367035611
19.0,6.060932284019989e-28,5.98261150376314e-28,7.832078025684922e-30,19.443651420333303,19.41134583738555,0.0323055829477532
20.0,6.056636382720603e-28,6.044114613632293e-28,1.252176908830922e-30,19.4444212473335,19.43925263215791,0.005168615175592116
21.0,6.051982529773578e-28,6.046199983437507e-28,5.782546336071332e-31,19.44525583580665,19.44286713660452,0.002388699202130576
22.0,6.0463829248736735e-28,6.1093143899588595e-28,6.29314650851862e-30,19.446260879707676,19.47228117393445,0.02602029422677568
23.0,6.042613383658499e-28,6.056270661536102e-28,1.3657277877602432e-30,19.446937979344533,19.452588381335556,0.005650401991022978
24.0,6.04394140231411e-28,6.135865437431126e-28,9.192403511701635e-30,19.44669938729472,19.484722603023542,0.03802321572882077
25.0,6.051108343448716e-28,6.0986124279919005e-28,4.750408454318435e-30,19.445412677683517,19.465038869220237,0.019626191536718664
26.0,6.060062294245553e-28,6.134775765644043e-28,7.471347139849021e-30,19.443807278731125,19.47462935108401,0.030822072352884807
27.0,6.066197965993254e-28,6.093968196224934e-28,2.7770230231680092e-30,19.44270855226764,19.454153212657623,0.011444660389983295
28.0,6.067569904998954e-28,6.0014653141789995e-28,6.610459081995488e-30,19.442463028557054,19.41522618091666,0.02723684764039248
29.0,6.065504253335166e-28,6.032621471962984e-28,3.2882781372181806e-30,19.442832720984576,19.42927952738402,0.013553193600557177
30.0,6.061896742707815e-28,6.172151793522898e-28,1.102550508150835e-29,19.44347866400468,19.488949188947107,0.04547052494242635
31.0,6.057697471283223e-28,6.0313280091517755e-28,2.6369462131447824e-30,19.444231049129343,19.433348423240357,0.010882625888983973
32.0,6.053083737955749e-28,6.116359140988299e-28,6.32754030325508e-30,19.44505829511265,19.47119183537568,0.026133540263033023
33.0,6.04800566219741e-28,6.104461618274718e-28,5.645595607730746e-30,19.445969527290615,19.469306127498424,0.023336600207809425
34.0,6.0428125863084875e-28,5.9906868901323135e-28,5.212569617617367e-30,19.446902187221077,19.425337023883777,0.021565163337299898
35.0,6.03931203762918e-28,6.108334102746587e-28,6.902206511740776e-30,19.447531326989495,19.476103316931127,0.028571989941632233
36.0,6.03941796180865e-28,6.064687651966797e-28,2.5269690158146217e-30,19.44751228430594,19.457972601143567,0.010460316837625605
37.0,6.043950850084457e-28,6.09558150630155e-28,5.163065621709304e-30,19.446697690094563,19.46805402533692,0.021356335242357055
38.0,6.052607908047746e-28,6.06947189325076e-28,1.6863985203013667e-30,19.44514364765157,19.452109233998485,0.006965586346916161
39.0,6.064942073370989e-28,6.202418651470147e-28,1.374765780991584e-29,19.44293335687623,19.499601902278656,0.056668545402424095
40.0,6.080339479491664e-28,5.998723578745397e-28,8.16159007462678e-30,19.440180430948885,19.40662313492062,0.03355729602826845
41.0,6.0969310788294155e-28,6.099159350048454e-28,2.228271219038501e-31,19.437221785798183,19.438135471384516,0.0009136855863336737
42.0,6.112844580920901e-28,6.073723799798295e-28,3.912078112260551e-30,19.434391615018637,19.418392197478763,0.015999417539874685
43.0,6.127159283620418e-28,6.144102943245654e-28,1.6943659625235853e-30,19.431852073652635,19.43876541588879,0.006913342236152941
44.0,6.139922144848444e-28,6.178240123964802e-28,3.831797911635778e-30,19.429592839360875,19.4451948202217,0.01560198086082719
45.0,6.151416875575988e-28,6.209357774610426e-28,5.7940899034438544e-30,19.427562100654132,19.45110988655712,0.023547785902988914
46.0,6.161582129544919e-28,6.2366937636530565e-28,7.511163410813778e-30,19.42576939576275,19.456245186123464,0.030475790360715908
47.0,6.169302620839178e-28,6.228160931319054e-28,5.8858310479876155e-30,19.424409814811067,19.448261096753804,0.023851281942735194
48.0,6.173315473905415e-28,6.285357320768763e-28,1.1204184686334881e-29,19.423703821969273,19.46907727134868,0.04537344937940939
49.0,6.172929008366873e-28,6.1366312758295505e-28,3.629773253732253e-30,19.423771793995563,19.409071425463814,0.014700368531747282
50.0,6.167387977488396e-28,6.199637546807884e-28,3.224956931948831e-30,19.424746825390233,19.43781944601877,0.013072620628539412
51.0,6.155919839599392e-28,6.043667186804745e-28,1.1225265279464638e-29,19.42676761011566,19.381180331642444,0.04558727847321654
